Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
82450.0,1.3145391900561432,0.5906427632500746,-0.66659342070355,0.7165643401234533,0.301977869959298,-1.1254674651450514,0.3888805283889336,-0.2883896380135912,-0.1321374506666747,-0.5977389276714646,-0.3253466404490521,-0.2164353758391704,0.084204079928035,-1.054630561738498,0.9679320325092166,0.6012262660626456,0.6311166383083525,0.2950779678934099,-0.1361507024824148,-0.0580404050390116,-0.1703072793876372,-0.4296550352536634,-0.1413406831122489,-0.2001946260756492,0.6394914943747736,0.3994756924215492,-0.0343210089575541,0.0316924132520411,0.76,0
50554.0,-0.7986717744854966,1.1850929081648789,0.9045471854371424,0.6945837492521356,0.2190405750981978,-0.3192953581488375,0.4952363439031287,0.1392686003821039,-0.7602136088568061,0.1705468123340103,0.8219984423877635,0.46832176679532,-0.0575502861155431,0.5730063149793319,0.3586877577778654,-0.0116327063359799,-0.5045699158757702,0.7227495762584712,0.8615409187695918,-0.081298289388587,0.2022872814998887,0.5786992960512121,-0.0922450213734442,0.0137228520784372,-0.2464660555517713,-0.3800571667939695,-0.3960301940774371,-0.112900666069163,4.18,0
55125.0,-0.3911284065065413,-0.2455398914574492,1.122074296890501,-1.308725197997706,-0.6398911400473566,0.0086780487729282,-0.7013036187162385,-0.0273152180810641,-2.6288539815276413,2.0513119311392,0.5758664403450671,-0.5940366264402095,1.097880350316982,-0.338340143537802,0.6175232892670475,-0.7563899429938042,0.5351407202193983,1.0167037538374375,2.1338283055716585,0.0657158454480811,-0.1334853285571162,0.1174034269889989,-0.1917478962796855,-0.4886421021187465,-0.3097736319828886,0.0081004405864411,0.1637161302191493,0.2395820234228338,15.0,0
116572.0,-0.0603018544445645,1.065093223058415,-0.9874206593354063,-0.0295669263015173,0.1763756753502507,-1.3485387377812244,0.7756442691035703,0.1348432231914432,-0.1497343610179631,-1.2385978296467202,-0.8411333759185515,-0.5864723888375413,-0.779619560269976,-0.4366712546311155,0.7478708699196107,0.2664372829927627,0.7032341202740371,0.9167194184816876,-0.1899667005039944,-0.1697059338604058,0.355575901074426,0.9075697648640016,-0.0184544448103831,-0.1262694733456103,-0.3399225571405744,-0.1502854867108323,-0.0236339772764892,0.0423297321766305,57.0,0
90434.0,1.8484325587006896,0.3733639861271283,0.2692719593914588,3.866437941519403,0.0880619529195074,0.970447127520637,-0.7219452237741715,0.2359832346017729,0.6834909703992902,1.1663349049351412,1.2975312634219185,-1.9209655721882892,1.8850468815905457,1.3232253492452375,-2.044481897816739,1.3176550461875831,-0.441075927559015,0.8041043854709075,-1.658338557164564,-0.2827770664931159,0.1035626573656344,0.620953629260106,0.1970768388288911,0.6923923642297802,-0.2065301108388227,-0.0213278533649639,-0.019822802502992,-0.0426818320481335,0.0,0
39411.0,1.32197869570702,-0.575195465659831,0.3955034107100545,-0.5518126480756792,-1.172344886017891,-1.0361516399391562,-0.4176958165714234,-0.2287697527976681,-0.8196101055948491,0.6645828588851294,-0.5087541257108154,-0.2348322190221523,0.160393724037626,0.1263828101159878,0.9941916591892348,-1.1630230228764853,-0.0649714223609735,0.8860256666448175,-0.7680405062261724,-0.4103894896522451,-0.4687048666841492,-0.9779360223230776,0.1134345254856541,0.396269278978682,0.0775036838145536,0.9010300686561412,-0.0630111192738049,0.0171331292367211,43.89,0
100409.0,-0.3423874506706887,-0.1961293253630742,1.2012539439322725,-1.3274193781682475,-0.741833386420704,-0.570305858081961,-0.57423481781964,-0.2283331229398844,0.95840653128544,0.2496687964657458,0.178576864581711,-3.3389078593683768,2.0527299225536835,0.7823204032428845,0.0789961464395471,1.394803625855089,0.5900525462616056,-0.5600522739769793,0.2587081987974619,-0.1656782638537722,0.2862117475458975,1.048439217302988,0.1286228302250344,-0.0541824447966528,-1.6890671027288104,-0.4812593777583173,-0.0633102476520805,0.3245575585434265,49.83,0
31054.0,1.4590081181326575,-1.1442428679783674,0.6737478382390182,-1.3052572255220558,-1.8505886864183525,-0.9449485026050854,-1.1303565962496298,-0.1138636902145981,-1.55723767661125,1.439961821950105,-0.633875435705874,-1.4903316004833598,-0.6875343247873643,-0.1323587855987788,0.8905250453613244,-0.1292251449329014,0.4966870135991737,0.0692358144305353,-0.2388194020855288,-0.3579909034844392,-0.3695314479834779,-0.8210232845721588,0.1747042870677732,0.2948646836647297,0.0816899529510391,-0.4080690134731661,0.031006766231938,0.0309603688900982,35.0,0
111675.0,-1.2104755863878025,-1.1860773834181089,1.1159494038953937,-0.2021032505444688,0.2344183711227715,-1.0145367620481096,0.3383846496030779,0.0800205683549003,0.533067912704854,-0.9739658525141104,-1.1166946275799718,-0.4052574004841531,-0.8461768214336894,0.1661033726105887,0.7476688859655691,0.4594070229926265,-0.7189798120559916,0.2804035726419571,-0.4061542165146795,0.5371818116393832,0.0899174624586888,-0.4791301210545844,0.6921038489226178,-0.1328799824953231,-0.0751150670558421,-0.6104946656867628,-0.090292023137925,0.0294324210326921,219.0,0
18895.0,1.2453365899132114,-0.2735759081492235,0.6837134543657846,-0.7665228575329073,-0.4722460468761521,0.1903991972000193,-0.6821816027004525,0.0208461968816207,3.017578571847348,-1.5256621521780478,0.1402499226036442,-1.4591402357653398,2.6617474466527726,1.0806975435283228,0.7459629282892827,-0.5625786351349499,0.5083693840081376,0.1726541550744221,0.3004431353595762,-0.0922082397281619,-0.1729267993852127,0.0598865595477233,-0.1194831060143455,-0.7905923692979532,0.5434373843650162,-0.6471298123977189,0.0864504717479027,0.0207318264007353,11.85,0
42330.0,-0.8976123917603223,-0.6397828747248092,1.7180460422983097,-1.6405555601233273,0.0425263599609889,-0.7384039088094099,-0.3311656397221827,0.1238644984052802,-1.415013207713453,0.1909856178702531,0.6381396303059498,0.2833477533453395,0.4307937796036478,-0.0289232820959412,-0.2641257511570478,-0.6324650682065763,-0.7573243851872435,1.7937016525302891,-0.9889496840534626,-0.2233065509344099,-0.1722356646309614,-0.3492718051852272,0.0961796391922872,0.0231224891916618,-0.4190107836906033,0.8084625582682886,0.0160101872507678,0.1243180578796978,35.9,0
